iter	MultiClass
0	0.9652665262
1	0.8522230573
2	0.7591001599
3	0.6834463793
4	0.620964723
5	0.563550573
6	0.5164275108
7	0.4722273949
8	0.4353995506
9	0.4028418308
10	0.3751349897
11	0.3507208766
12	0.3268366033
13	0.3045860876
14	0.2865039835
15	0.2714649694
16	0.2554255046
17	0.2422013593
18	0.2283743029
19	0.2150426896
20	0.2043499322
21	0.1932661227
22	0.1830971184
23	0.1748258117
24	0.1683318273
25	0.1606570583
26	0.1538920037
27	0.1481937655
28	0.1428072151
29	0.1370644095
30	0.131525086
31	0.1269964784
32	0.1228864331
33	0.1190604438
34	0.1149139703
35	0.111733452
36	0.108064327
37	0.1056891613
38	0.1025961848
39	0.09949683177
40	0.09770618485
41	0.09459419061
42	0.09225256858
43	0.08969355812
44	0.08813042005
45	0.08608148319
46	0.0845952852
47	0.08340376927
48	0.08186256958
49	0.0798203186
50	0.07818117546
51	0.07659106001
52	0.07553366178
53	0.07371015193
54	0.07261983906
55	0.07150048678
56	0.070670297
57	0.06962507323
58	0.06884792833
59	0.06770736144
60	0.06644891312
61	0.06608088922
62	0.06499257802
63	0.06397367899
64	0.06275599357
65	0.06165457448
66	0.06084041058
67	0.06000808861
68	0.05939706289
69	0.0587748742
70	0.0581332356
71	0.05737408416
72	0.05690922053
73	0.05619149809
74	0.05576934347
75	0.05527573551
76	0.05423526539
77	0.05372191967
78	0.05335573811
79	0.05297390991
80	0.05265621449
81	0.05199431044
82	0.05147505632
83	0.0503514916
84	0.04998698613
85	0.04919396187
86	0.04874510281
87	0.04807406827
88	0.04775986732
89	0.04726151261
90	0.04685512929
91	0.0461455952
92	0.04575006801
93	0.04532894207
94	0.04507421844
95	0.04437095164
96	0.04395471908
97	0.04343331929
98	0.04296822565
99	0.04241916656
100	0.04191201974
101	0.04150642867
102	0.04099208661
103	0.04058116728
104	0.04017680442
105	0.04000792475
106	0.0395999377
107	0.03913741809
108	0.03858957479
109	0.03810120476
110	0.0376344141
111	0.03728291942
112	0.03687599719
113	0.0366967812
114	0.03620062913
115	0.03573100297
116	0.03534589319
117	0.03499048601
118	0.03468879234
119	0.0343581505
120	0.03406008382
121	0.03386524891
122	0.03347949333
123	0.03319493499
124	0.03273776098
125	0.03255796187
126	0.03212347369
127	0.03182576931
128	0.03131429784
129	0.03081544409
130	0.0305524295
131	0.03042077878
132	0.0302079058
133	0.03014528201
134	0.02999472888
135	0.02968960995
136	0.02952375526
137	0.02937566659
138	0.02914561863
139	0.02887718241
140	0.02857068765
141	0.02842620958
142	0.02826283157
143	0.02795083346
144	0.02780104818
145	0.02757711648
146	0.02749870663
147	0.02730083218
148	0.0270320157
149	0.02674683015
150	0.02646603884
151	0.02634309782
152	0.02614516631
153	0.02594973411
154	0.02572791819
155	0.02565072519
156	0.02544399348
157	0.02525077139
158	0.0250364939
159	0.02486663247
160	0.02464783807
161	0.02442041454
162	0.0241365812
163	0.02391447291
164	0.02377959941
165	0.0236401843
166	0.02360054855
167	0.02341003873
168	0.0231001518
169	0.02290008129
170	0.022728906
171	0.02259371879
172	0.02248746948
173	0.02238745591
174	0.02228663761
175	0.02208626536
176	0.02189301614
177	0.02168148307
178	0.02148928146
179	0.02122198625
180	0.02111052557
181	0.02095655718
182	0.02076376381
183	0.02064088389
184	0.02048938638
185	0.02039928206
186	0.02031409082
187	0.02005759764
188	0.0198766802
189	0.0197479208
190	0.01962584339
191	0.01948062324
192	0.01939379323
193	0.01923306246
194	0.01900629869
195	0.01888369641
196	0.01874177976
197	0.01863391082
198	0.01845127738
199	0.0184006046
200	0.01826638236
201	0.01811068112
202	0.01797831136
203	0.01785694786
204	0.01771523802
205	0.01756904044
206	0.01746191158
207	0.01733856302
208	0.01725964001
209	0.01715427559
210	0.01701751499
211	0.01690933545
212	0.01672026095
213	0.01665865467
214	0.01662795676
215	0.01654624283
216	0.01639984806
217	0.01630384456
218	0.01625418543
219	0.01616326822
220	0.01605289626
221	0.01595505516
222	0.0158944452
223	0.01578463884
224	0.01564749332
225	0.01551330627
226	0.01542243609
227	0.01534931119
228	0.01522637854
229	0.01508564865
230	0.01496457424
231	0.01485356739
232	0.01469242578
233	0.01460332021
234	0.01452560978
235	0.01447430853
236	0.01440131978
237	0.01430075096
238	0.01419128493
239	0.01408813919
240	0.01401537432
241	0.01387444466
242	0.01380207142
243	0.01377961718
244	0.01371243537
245	0.01356322827
246	0.0134694308
247	0.01334951918
248	0.0132903041
249	0.01315898604
250	0.01311084971
251	0.01300985927
252	0.01294175804
253	0.01291577306
254	0.01283609667
255	0.01279292113
256	0.01274794435
257	0.01268444883
258	0.01261008661
259	0.01256775791
260	0.01250116787
261	0.01245259566
262	0.01235845134
263	0.01226393128
264	0.01217872503
265	0.01212898922
266	0.01201514533
267	0.01195277343
268	0.01188990727
269	0.01179469925
270	0.01170622711
271	0.01163037778
272	0.01159865565
273	0.01151187778
274	0.01146464312
275	0.01142066201
276	0.01132429307
277	0.01125187601
278	0.01119031711
279	0.01114042884
280	0.01108176312
281	0.01099272512
282	0.01090559962
283	0.01084032437
284	0.01074043178
285	0.01066527179
286	0.01059086805
287	0.0105225456
288	0.01043479148
289	0.01039364352
290	0.01035313167
291	0.01027475642
292	0.01023037142
293	0.01015897859
294	0.01010063656
295	0.01004333864
296	0.0100033476
297	0.009956473588
298	0.009875577883
299	0.009832881955
